gene1	gene2	gene3	gene4	gene5	gene6	gene7	gene8	gene9	gene10
ind144_context42	4.58469788881332	6.28190404186202	4.59361154901037	4.94544398601072	5.14877334998891	6.95813431701047	6.22157489629617	4.1623029093662	4.58119491951443	5.49737949075392
ind144_context43	4.26184349877041	7.77449260102932	4.08605032056597	5.21927779342025	5.65135793503438	4.30804214929907	5.0599725233021	4.39596781556345	4.69252453197519	6.40708828929423
ind144_context44	3.52738928009704	5.67834534241667	5.08201364550351	6.44296442138983	5.43045653166143	6.77256288896812	5.42074517443255	3.32996104907175	8.04822720326233	5.61781712072998
ind144_context45	5.77271228062008	5.53523900155627	3.85906414691338	5.43924771311513	4.17487613867323	5.48248515596157	6.52647962126746	5.95625392529193	4.30112772996476	5.27741283912039
ind144_context46	4.91566766169098	7.18294850463229	4.47606327202208	3.30348128390174	6.3344970547281	3.99479849130839	5.13228686362816	4.56882352865482	5.13812421729276	6.30168769252177
ind144_context47	1.32071391987058	6.01224071487204	5.66278729589255	4.12684929983912	5.61700309948768	4.09796278031738	6.39592515212577	4.3364852941158	7.01857875819339	5.23345273920163
ind144_context48	4.95926140221401	6.17092915767453	3.92453711378245	5.09405495679884	5.32917335549395	4.95410253623503	5.98129991470662	3.56440839773924	5.6889634207214	5.35685206140783
ind144_context49	3.20306623310141	6.25230092062394	3.02302471892885	5.45234714826331	5.23474565543787	3.69886759232346	6.03203104404192	4.67399508668105	5.86011755752438	5.11853027007671
ind144_context5	4.937821010555	5.75160575129185	3.24184754975103	4.72059281582718	6.29678921931909	5.70589567093764	3.50706963842534	4.89451416240157	4.12374357431826	7.38354067921918
ind144_context50	-0.155317393113266	1.46527253768166	-0.192492195049936	0.490349453998037	-0.387712026222737	-0.486419267123418	-0.190968767471132	-0.439540404829701	2.76006808504452	1.80338770023346
ind144_context6	4.12232401256605	7.00100001518306	4.67022376696577	4.91237104065822	6.10038683865465	5.17415378002949	4.56124814123782	4.49214986881435	5.56690283622566	4.9923196997336
ind144_context7	3.91729858128913	7.79508978302608	5.62567551570969	5.22243248352685	5.06728887951079	4.12886392931614	4.61692390528914	4.98665698762386	4.52780255135642	5.31893069921584
ind144_context8	3.73976098632474	5.7007584222253	3.90422645350296	5.49382609815793	5.07544838748032	4.24962089904318	4.35795486432672	5.59747899605671	5.71872198443515	6.42774061837636
ind144_context9	5.64110537393839	7.50804048556972	5.0666469284899	5.12790167603218	5.60397582917411	4.42909626315302	4.31841743395079	4.31792571977753	6.86761434709015	6.30240612040368
ind145_context1	4.97482366981993	4.67072852032117	5.07580588808092	6.47329981233883	5.60966275322982	6.75134678390641	4.8065100486769	3.04284866504315	3.58882375119412	4.27194603971897
ind145_context10	5.87205075396874	4.43301686926689	5.63521742948402	5.24404975562432	2.99512605343243	5.78706109662013	5.20679018610479	4.22537169528677	7.50114493824991	5.58387896327422
ind145_context11	5.14563916369282	4.65983842604567	4.0193862589887	6.77038003728618	5.87632200347563	6.56201971420385	3.86580267639593	5.36815342322124	4.87047546008251	6.28027763643521
ind145_context12	3.66089372553688	4.61936337749806	5.99777706708675	5.75011638689294	4.52337694490065	6.0596239576328	4.30116276915491	5.55054196182635	4.2276907594804	6.25164449337442
ind145_context13	6.17025743908639	3.72355107083318	6.31798305225117	7.14714453911397	4.8787064745697	5.21214115924565	4.33758784785638	4.10880797726237	5.98788856564189	5.28934956512721
ind145_context14	4.34921206944456	3.96730531882157	5.48397821844565	5.48604358580602	5.22469114949953	4.43099579404583	5.08327071480667	4.77514149434369	5.36862286333752	5.3124419370499
ind145_context15	4.69799998228503	3.44583443368292	5.09706453584017	4.8422692297843	5.61273016431339	5.812377670788	4.13396968398426	4.87040534648203	5.24132389505912	4.4205377621098
ind145_context16	5.14602788679166	5.25160198633249	3.31692268137059	5.20564167694576	4.10369564302995	6.42415657896958	4.16471379096937	4.54446981134061	5.46752695495623	5.67606604842493
ind145_context17	5.36754249238982	4.1156011261631	5.15705278918501	6.73071643099117	3.3649593308731	7.23160646734699	5.80311495017022	5.20569284108174	3.899364643637	6.27782402554396
ind145_context18	6.54279338435459	5.30817774128967	4.14638157794067	3.89667498472011	5.06102897045534	5.65088800150999	3.07379591813423	4.93137363649654	4.54656557692961	5.80865633883753
ind145_context19	4.35391595225923	6.10765967176842	4.84321058994736	6.57167713981637	5.17424457600365	6.71242947599009	5.33015789834496	3.65962300344974	6.27512089459623	5.42796311075526
ind145_context2	3.72859847693293	5.2187538644394	3.79025671664885	5.62986385278173	4.60476496043676	5.35863328201456	4.45701201281756	4.09544344052018	4.55093586850802	4.78038460791485
ind145_context20	5.69075938656743	2.86555336794317	4.70308865485873	6.51497368500217	5.55677705396378	5.19860294798346	4.86982631657848	6.16672395426353	5.85999691017823	6.33902922188893
ind145_context21	2.6791211471703	4.33181474019785	4.83398447201328	5.641894727117	6.58408388667954	5.27458806191155	5.27502820181193	5.13244315676266	4.04703848529626	5.41756905126481
ind145_context22	5.50139108340778	4.63166501611727	5.51496051192887	5.94189462613994	4.87715576581437	5.8363099710403	3.68790672146723	3.68119823142577	5.41974930284662	5.84338637768376
ind145_context23	6.22372598781328	4.61345996483161	4.18669938195	4.57631518317466	4.48144763570704	5.0818923155139	4.95658859440902	3.79298733003622	4.80054645097174	4.97383858846616
ind145_context24	5.60200988843432	3.87651396919509	5.00424543109561	4.04700025393549	4.45921232426049	5.88972419962256	3.93192231246568	4.42730345355722	6.30984622977809	5.24872384869509
ind145_context25	3.87614652151128	3.92776400886544	5.08440651348427	6.34114136362263	4.98195770430405	6.73808979454518	4.14090122412091	3.49062357704596	5.09803331197773	4.52400679327571
ind145_context26	6.56130940526509	4.97753816729957	5.02038498044339	6.17574109036671	5.58491349516073	5.93992242877417	4.51885387207607	5.52415260272888	5.73579383804862	4.02188698117146
ind145_context27	5.87891343291603	5.00650768434787	4.79600524080244	7.77504297944668	4.52570266590366	4.97972242892951	6.25431444595871	4.01721599593668	5.7793687504858	4.78888818823182
ind145_context28	5.10379504436759	5.18087104217763	6.10718882008493	6.06796899895424	4.63976517197728	5.11386774190393	4.09417767993613	4.41742787319402	6.39936618095558	6.02889074004299
ind145_context29	4.98256123569133	2.48923281674407	3.88189519277952	4.75545884371954	5.56098000363587	5.35437693362131	4.79217510477754	4.78531115277379	3.90576848580847	3.55937687517747
ind145_context3	6.29307076569787	4.40314196996744	3.86385373423829	5.28594624882627	3.8637758473801	4.87592634319769	4.3544016350739	4.80557855960173	4.27791099011813	3.60923647884981
ind145_context30	5.8898611825296	4.18152941779131	4.47238216027038	6.36409881376341	5.898921710387	6.4398182837707	4.3429294397558	5.47689287042191	4.14868895174364	5.15037961274781
ind145_context31	4.69955999926892	4.78861230238413	5.47743190555252	6.84116085090189	3.37702887104796	6.16688295851895	3.92631309895226	4.06536639833784	2.64057097162682	4.46015631781364
ind145_context32	4.868116548886	4.43909596674979	4.48396433540187	6.17240380798533	5.07230131169698	5.04775432446541	4.4114319119828	4.99424248826212	5.07597148049845	4.31110642798744
ind145_context33	4.56026607484252	4.14995552750656	5.23324359490065	6.40323587170852	6.17747947814924	5.87566517536146	3.92694113332131	3.96732340289197	3.74783942449747	4.45683340024556
ind145_context34	5.29314634711809	3.62682539110655	6.07836366241514	5.01969119250662	5.43520672734898	4.64423133520225	3.10819916126009	5.22735911651838	6.07146142518292	5.4695414336528
ind145_context35	5.8941583694417	5.1962318365583	5.86884113840041	7.87024322860049	3.71330754715315	5.31242015080139	5.05244015718242	4.40963363308281	4.12710356881593	5.64136834382575
ind145_context36	5.03064901808421	5.43894812918561	4.32651789855145	7.5511429245411	4.69819825956387	4.73730364384094	5.57751163419153	4.21234169771476	5.99218947214941	5.55899647928025
ind145_context37	4.59990984948163	3.68398298067803	5.53224639926056	5.27732624476081	5.29213238647063	5.24383283093064	5.04184315277075	3.18182045189737	5.17306405538612	5.47298469105425
ind145_context38	2.84718143429356	5.69626381350924	4.35333463272876	6.69439474983335	3.73669520192447	7.27287518260783	3.97036277148067	4.21205342085416	4.97360443363947	7.25804150627085
ind145_context39	4.62576404387073	4.46819728981825	3.48498819379095	7.26951662779513	4.2874623558868	5.89059531171587	6.41665448810927	4.76561353464019	4.70406806476776	4.68235481519218
ind145_context4	3.88818825782089	4.28199037485507	5.23933789916858	6.815252631551	6.27471048226522	5.84767950613121	5.38452566920292	7.14555613307151	4.14728419240999	4.2011391906734
ind145_context40	5.26473696837992	2.28824128235724	4.93089962064626	4.73352181303907	4.29251031638714	6.83732303141105	6.53185206133984	3.82270893546811	6.97826514767798	5.05687121111923
ind145_context41	4.35221744606802	4.09420002153736	5.97738747884715	6.83095605061517	4.09715515490084	5.99050897988354	4.66557834045513	5.61953263660318	5.6334912398869	4.5151137708678
ind145_context42	5.34593321923724	4.48730669397457	5.76981115847981	6.36447945215544	5.7139626907687	5.99072898900433	6.55285869765256	5.11112785444316	4.19905652770567	6.03472270917994
ind145_context43	5.55053597576348	3.85392111250779	4.43451235454288	5.96650551896116	3.77098211438156	5.62812036391007	3.63966838902174	3.97899072237457	5.41283457261197	6.26429268412424
ind145_context44	4.03462321490598	4.45415832441092	5.23226810267624	6.74449039582456	3.75508108362708	4.19062615233812	4.29239667205261	5.04034858098166	4.0236536065709	5.73977841362141
ind145_context45	4.69134227649348	5.46133599490768	3.83272007380989	4.28779649522338	5.30452452223142	7.62763727049025	4.82066674063778	4.84087259826818	4.98869818795416	4.57606049576947
ind145_context46	5.37465166178125	3.75759586036146	5.46357953990252	5.49847140173041	4.23190285917461	5.48673038301352	4.97892645344462	4.41357340019824	5.96361394825079	6.41069919141803
ind145_context47	4.79718237008767	3.43624350037862	5.51903285262686	6.58951879645034	5.23073341136441	5.54145736514149	4.57712356137528	5.06600675062915	7.13576573121068	6.11906251300464
ind145_context48	4.75195888393219	4.67490267596119	4.8116617258858	7.64688315632253	5.59388104280415	5.39291446501085	5.21278507301311	5.25851747547688	4.40093475196922	5.28465122001216
ind145_context49	4.54440416207557	4.76294573620245	4.77021657334998	7.8528067236618	5.86966437857124	5.20007850265719	6.52984827607446	4.01204672908334	4.80726002868802	6.15100586187826
ind145_context5	5.76113586218859	3.91684339721083	5.49909220732558	5.32907566507093	4.49059312030247	3.72238751114647	5.1964825969595	5.65646770951579	5.39370353685887	5.2001034360609
ind145_context50	1.92977034805628	-0.358059834739092	-2.16678728316039	0.426370189464486	-0.655569810391369	1.33194915610514	1.55487155186818	-1.29737006043161	0.129195590714093	1.27489759863779
ind145_context6	5.03467691923305	5.16713564264332	3.96746201711499	5.8280579101465	2.89152263636068	5.98964026942647	4.28428140155376	4.33848831400126	5.51763294870106	6.16521314366359
ind145_context7	6.44740830362914	3.85043760729029	5.40645206293052	6.80499610817816	5.16245924609828	5.88963864117262	4.49812444173544	5.72584059082596	4.21361704562095	5.45818811480829
ind145_context8	4.82575742119309	4.17456219720025	4.98900747882342	7.39897067385733	3.78537793242646	6.58235957275205	4.33098217007903	6.54943535972583	5.10988817697254	4.31588605281199
ind145_context9	7.08949987971441	3.13562195668466	5.21802484178999	6.07630685700518	3.62226531233491	7.26854872517707	4.67329209392646	5.52865364705714	4.38672517034786	5.53417243519045
ind146_context1	5.65271871315357	5.20366409216694	5.62906711808543	3.44329453614961	4.20450420875134	5.2140861639068	4.97781606284636	5.6886833658801	4.67911475314731	4.6654218102257
ind146_context10	6.97460675861988	3.04992020328963	3.74082793191681	4.41147495603586	3.1925680213778	4.802646797466	5.21082798849138	4.11392812667514	5.48057487752736	5.09020906753703
ind146_context11	5.88980878539826	4.75981094024531	4.45753143129069	4.3676051522322	4.40975933470297	5.11358628031765	1.66066935427661	4.72651229277879	5.62052111933252	5.41351299124593
ind146_context12	5.87719621098344	4.27644252394702	6.9901422785267	4.98779970089474	4.91398356306795	3.91502651026401	5.76716793138624	4.20896740768222	6.24533404329497	5.46659310530247
ind146_context13	4.98822933607852	6.02134755789296	4.27161205864677	5.02428589653529	6.45520446563335	4.74623163076482	6.01182520176618	6.18736151427318	6.18836720517457	7.24250076140241
ind146_context14	6.35452801745037	5.39768386357606	4.98985374703948	4.83407062623778	5.40455992582888	3.42661082102499	5.47056831153169	5.40893441179156	4.19937626380306	5.57524200157805
ind146_context15	6.24949477358881	3.84646201068843	4.93478352927668	5.7959160995819	5.40552233307615	4.20952916499161	5.1805240284574	3.39500034182623	5.54354234416283	5.4057612751182
ind146_context16	5.95410431774688	4.5533499759818	4.63703619297565	4.63407151673561	4.66889514947783	5.40577630340047	5.98595387958903	4.94434951311811	3.98851923307896	6.24429456516357
ind146_context17	5.63178059945742	7.14847233565079	5.99617150481808	4.00943328614127	3.04388972770302	4.15806583092536	3.9053489410831	5.29428343259064	5.43428966977643	5.83370246957279
ind146_context18	5.24436825152136	4.9658712875811	5.27299229922306	6.05166203475826	4.94778740573972	4.360292174637	5.50926528402074	4.52879020978763	3.59599301673807	5.04252941719596
ind146_context19	5.85223859977478	4.90211623345002	4.69593093012375	5.19566671039158	3.47492034090491	4.25866736551657	4.1159162811445	5.03026215727334	5.66439760309183	4.27503408760108
ind146_context2	6.82613494065337	5.57447414776098	7.51076946309225	6.56258298882723	3.46646135685556	5.65317180817498	3.31208037471368	6.67330224214752	5.04070903061526	3.75760298311024
ind146_context20	3.56889524056271	5.04119072452546	5.28795858727909	4.86996075614719	4.22038993525087	4.40248488097534	5.2395154626418	4.15520976071687	6.94396841850632	5.67838339443364
ind146_context21	5.28173438728971	5.3718759443092	4.66953683968118	5.57577256552752	4.4285335687072	3.43959507292953	4.53710894946076	4.21176929443067	4.27550570950768	5.4542773983069
ind146_context22	6.62473475704867	4.61913887924382	7.09525234184032	4.28837194158546	5.63220215051033	4.57514733071419	5.12134262275346	4.2837609085307	4.42406651399267	4.42730000512583
ind146_context23	4.69377721815569	5.36785145094235	6.61377490262771	5.98186351700292	3.10313757587049	5.70139265552733	4.75625899107762	6.69608633639311	4.99667768309252	5.92012199728488
ind146_context24	5.67258877411201	4.54416031782753	5.19593935208559	5.84338616654868	3.18373422941016	4.76124584755364	6.48496438343172	5.14171989614369	5.27760021114499	5.4765979473599
ind146_context25	4.434962171664	6.45117758878547	5.69792653404999	4.60750899410931	3.89002177441301	4.66316695177914	5.70760829098183	5.34711197299291	4.51229818785341	4.67247844396135
ind146_context26	5.04567637503993	5.01822491918518	6.09111677261896	4.74961235363212	3.23770925913033	5.28900513661583	2.8911381304209	5.68342169694174	5.89549307617104	6.96393395838981
ind146_context27	5.6014256018059	4.25905559522027	4.82891683961436	6.99142033878601	5.5848504275432	5.20194037231586	6.8658530468546	5.45159865494865	5.92648830473848	6.94685031860474
ind146_context28	4.95238437252257	4.27503343762223	5.41679204003927	4.9649940383334	5.17072445314303	3.97593331833928	5.62734561334657	4.96775791963867	3.98045761863148	4.76197937764898
ind146_context29	5.47880301815288	5.39674297527036	4.59524221770207	4.15400719842644	5.08636687903257	4.34757869572882	5.98322465085917	5.68453652395771	4.63742343720913	5.03338424611671
ind146_context3	5.96749132189137	6.19151281615892	3.45104723637729	5.00048944455002	4.40287844871401	5.47972127032425	4.33453120574875	7.70405484388382	5.39063960889341	6.48830522453551
ind146_context30	4.52563705585488	5.86405469398563	5.4025355820587	3.72155559598056	4.14404829361699	4.85006337649636	5.76099569087887	3.61845541451233	5.59931296499673	5.48347161722721
ind146_context31	6.18845230818539	3.94002488674108	3.50606855407072	3.60604089100586	4.32963729742753	4.52340303587583	4.88355337752039	4.39579896317732	4.65925453592445	4.71185985476204
ind146_context32	4.62223978050558	3.40365642054689	6.04976218440572	4.94179342002342	4.08745503402591	5.68536124244589	3.80108432338108	3.99473342552305	5.10183269064297	5.73077933834657
ind146_context33	6.05913104596647	4.9318418405559	4.03443455193954	5.7730305780912	4.52630678972215	4.16018457361975	5.09808131665912	5.53308695151547	4.14946654309075	6.89843507753329
ind146_context34	6.11308548491278	5.47556865773151	5.93516590265303	4.69428307609429	5.01887507100319	3.79220933731168	3.92962728417283	4.46066820939676	5.82747761154997	5.06230127883083
ind146_context35	6.46441236360672	5.56099865997856	4.91695827477097	5.80683483972843	3.11130841867811	5.61735685022974	4.83545110461207	3.73254977284494	5.59755449671116	6.08078624898967
ind146_context36	6.36388464691765	4.84789182028949	5.08392141574747	6.15633339797583	4.37243022972841	6.206629004359	5.29997814878597	3.63732696380181	4.23793500256296	5.74189246400125
ind146_context37	4.33051772256575	5.48663117999905	4.62157448612248	4.60540657207257	4.44951788389304	6.43886844200846	3.87035920682191	5.16678976839403	3.75555296018657	6.08362819560655
ind146_context38	5.19727320777922	4.54030093562109	4.93036330355358	5.73378897088746	5.47248839213396	4.06039841277877	4.47588011623275	4.57097704850968	5.0722034239908	5.66092259060715
ind146_context39	4.38355553186591	6.45007618445952	4.05950549197175	4.84460539487105	4.03783957822533	3.88805383863275	5.76900965313629	4.57702534369395	5.20449732101034	5.80556637073264
ind146_context4	5.13092813105224	6.11220790935473	3.81389487320885	5.1324198527646	4.16715104498008	4.94172874306368	3.74512239996164	4.89187488628634	4.89770385344116	4.72929824773187
ind146_context40	6.31050892516246	4.78372065460691	4.41065873135273	3.82504594458332	3.68804186773528	5.67291983363352	4.40364375462868	6.62187865335605	4.68355672847848	5.53877870995994
ind146_context41	5.7568325031736	4.18413083498956	5.67038303301743	6.35461002267596	5.44724384104237	3.27870043938438	4.70583632329812	4.2503140408062	4.47398271106927	6.33356907276986
ind146_context42	6.19705849296173	5.25024061829856	3.42661085331466	5.2381380265194	4.72935734605861	3.59550744627494	6.79465766872696	3.08551080242503	4.34638649295398	5.69690551966632
ind146_context43	5.56162667131883	4.63832159910621	5.07799253590431	4.83987707638385	3.30755961342166	3.88508226322788	4.52961096566398	4.97849146498817	5.2662939342417	7.0609123676879
ind146_context44	6.29568708883154	4.75012306481374	4.85075294648737	6.91340292733919	3.88818620485655	3.8360305889908	3.43508131457645	5.39385048901656	4.00858700958816	4.93055258824308
ind146_context45	5.40942231854882	4.32075869419176	6.48526736661979	5.77299706613667	7.00220565236732	3.5159167736247	4.18040147574169	3.11801101642242	5.1840582547495	6.59391266603548
ind146_context46	5.06273110666251	4.23297383382397	4.3084793074092	4.68534830038427	4.34408100664247	6.35705266789791	3.91087535189423	4.29231695944611	6.96336030165971	5.78355824567922
ind146_context47	5.07870383664759	4.04803466643137	4.92251213758539	6.12387160943987	5.54022237173947	5.18632097704385	5.75870500040087	3.72890747016704	6.105166825986	5.7499218223181
ind146_context48	7.2051353780085	5.12626862647581	5.01580014830144	4.99869971787554	6.26211364181712	4.85701966502184	5.3025731788486	3.87109662721832	7.13971093967071	4.02525396880847
ind146_context49	5.10538149513232	5.31401048698204	6.86597235561373	4.79939043723139	3.38016257207951	4.98844028653258	5.88446676148817	4.62533757276891	5.36441797769564	6.15738952507908
ind146_context5	6.07668771980994	5.00670747560077	6.45926332013107	4.98120116450856	5.05229346441568	4.15266549717719	3.806020902006	5.33042723013025	6.07605664329905	6.46850236415089
ind146_context50	0.0351622570311013	0.133695665550108	0.634334862256496	0.925086885096601	-0.999328174453713	0.096676377941616	-0.172091606567075	2.30502858664414	0.828042178254851	2.03986285958435
ind146_context6	3.84362052566313	4.74460134243504	5.64064246212058	4.4220245558887	5.53556841794971	4.76843219933617	6.35283397075404	4.54210654602011	3.60656376052751	5.75086332613136
ind146_context7	5.40888636701261	3.38704519507091	4.70568543079327	5.58123642573087	6.80367356569297	4.42081934936751	5.10802772646201	5.05324769876741	4.59819187373275	5.71712380436443
ind146_context8	6.32262590943249	5.01318674523089	4.49660294594487	3.72310265024009	5.08579531167072	5.47034758783516	6.45626138927101	5.24732197830296	5.02149714648642	5.11068869365315
ind146_context9	5.10572312712877	5.36750461178753	3.69890472018916	6.45459010940491	2.93181549291466	3.93173729918071	4.5184718971239	4.96580804831133	5.28299527069858	5.74609505138231
ind147_context1	5.78899118367281	5.31341883572992	6.46177788562188	6.03702642408935	3.52850308900025	5.55304198067716	4.90425353158236	5.75211854166697	5.29825083533064	4.05560712723016
ind147_context10	5.28799579103329	4.37484341269422	5.83846129034162	4.8467741485012	5.12758822904088	5.15813221224737	3.70292146796698	5.07346020284508	5.66646096367142	6.73211464531484
ind147_context11	4.97097243983482	5.16795444995972	6.12753865335052	5.37946646310167	4.77158186538579	6.33392618196983	4.07007714035474	3.96924127864251	6.12151318739096	5.36472567090624
ind147_context12	4.00982217538509	5.59333023685983	4.51651788172659	4.18542085116435	5.71562238501217	6.71904996454808	5.99596895390116	6.16392608616114	6.37150009785887	5.95144066324367
ind147_context13	6.39176189639511	4.31473114084999	5.14323017098246	5.7828655362662	4.27046376941236	6.35610127694005	4.97448050784968	5.92326805134053	6.86814343464681	4.68572496604089
ind147_context14	5.47976476852296	5.32928394043549	4.56906250996138	4.34444668492213	5.71131792635231	6.43186151865067	5.73018592131268	7.25433800345754	4.88331840518151	4.08916249515201
ind147_context15	5.01260716910323	3.31074501056867	4.29522287640041	6.48150343226518	5.56718186851647	4.94590584711692	2.94935123491542	6.69928143598528	6.32078452725552	4.6937377702963
ind147_context16	5.11371767286053	5.7261641037045	5.75033988934663	5.64155230821482	4.91618786191186	7.07389210584575	4.57078570820112	6.30139432354648	6.19905652981545	5.19926727868856
ind147_context17	6.24237505144601	5.25088738014376	5.13716685017262	4.66255642826298	5.21046316451223	6.67510097762442	3.81909786064727	5.1771916406079	5.13791887470431	5.97238606105256
ind147_context18	4.91904380644087	5.1044944633992	5.59518432939993	5.44977572438251	4.52863439396557	6.22311901544432	5.5429807118064	5.37247752661803	4.25646775123303	4.43437102106773
ind147_context19	6.01529704449452	6.07033317527223	5.37335416050639	5.1546231595478	6.08335033982755	6.4946112152687	5.09303123860497	5.77254896922543	6.67774702432874	4.12796474772886
ind147_context2	5.60547083106587	4.37465283344724	5.97249198717422	5.06907967572603	5.46706485055084	6.34750530827014	4.43572307603305	5.32453172570587	5.26716487933098	5.60662615250959
ind147_context20	5.71779566271759	6.02116605566753	5.48655696574852	4.50038008793196	5.05678254559845	4.56096153014886	4.3362368593944	5.3276759646764	5.625608975609	5.4673074286231
ind147_context21	6.54795498165846	4.36342404650655	4.08169273040715	5.25176593717558	4.72155927437473	6.93769382948231	4.9083385965986	5.41942371048199	7.56171704498146	6.37272504197877
ind147_context22	5.77682023033683	4.89170765356096	4.0772658556395	6.09314216199533	5.92209327505622	5.746722406915	4.41649357509546	6.67509434902521	8.41024238232447	4.36957322725139
ind147_context23	6.2353841442485	5.83050274785518	6.57224630244863	6.43374248703364	3.48763913197965	6.44517292943078	4.02429295954103	4.90551679364162	5.1597527543593	5.22637945002103
ind147_context24	6.23464227151672	5.21010082608073	4.86599118400314	5.51381476559217	4.24050956946573	6.45679918784957	4.33973619893738	4.69141596104218	5.65808326162112	5.64955501490231
ind147_context25	5.62200842735464	4.87130033186076	5.1904776535677	6.4324254594108	5.54200208364981	5.63982968716989	5.0709824063097	5.74448835027076	7.19750808542853	6.7745405159286
ind147_context26	6.27621032015721	4.76676334363485	3.08126242926509	5.62867041613867	4.3332900756235	5.98612566558382	4.72597500470312	6.81345314579737	7.11225293546303	3.63089028109994
ind147_context27	4.7951705198617	5.01284517381954	4.01282572134849	4.3094920532465	5.16694774209094	6.8226247878783	4.95921596664684	5.24205369682967	7.80259870737498	5.01815283130922
ind147_context28	3.77620102032663	4.1287682075505	4.18531215804715	4.34282302995576	5.52739887253936	6.90599201761551	6.1916434572797	4.17065238543729	6.20080495020793	6.23084265639896
ind147_context29	5.82949351682308	4.72723257027739	3.34045006756819	5.80529283723081	4.21593105569789	6.92893575302829	6.32389676175317	6.11154761262235	5.20318471193584	7.21511425723948
ind147_context3	6.08016478560994	4.20871960498594	6.48128860196243	5.00262607931244	4.41734056471843	5.91959008237773	7.17464759320508	4.14936240423643	5.23190832745762	5.98422933252647
ind147_context30	3.85078761075262	4.8486005328809	3.95729103681882	5.26238238352511	4.41507717113256	6.20930320810573	5.53321586463859	4.11026822266301	7.41373184405744	5.30101937344401
ind147_context31	4.17659341893414	6.73218003159846	4.26819731130627	4.70980790486335	4.17330965460995	6.42118422050511	5.24871687328425	6.36211802078364	5.28769984317051	3.84490930139824
ind147_context32	3.38654530678874	5.57961571006689	4.07233888576483	5.96693894647853	3.96951071800103	6.63359719301807	4.53169360736284	5.05581909194404	5.04149677133357	5.75501654707364
ind147_context33	5.18172865776152	5.34166852707405	5.05031370951109	6.83277835981709	5.57405075919785	5.43355618209562	5.33205551675555	5.73906083417281	6.35377546981343	5.41824512230969
ind147_context34	6.20807354933619	6.34073400212537	6.31472826239223	5.36968294997081	6.16601888775223	6.73640573059197	3.82773184010354	4.94526115029622	6.14555189418299	4.59413522738294
ind147_context35	4.64299809878355	5.49260600256014	3.77533766289956	5.7361175725064	4.92144545897864	6.15070063713239	5.29931746987468	4.51557759496375	5.55925672816861	6.90219775464279
ind147_context36	5.51852037181329	6.59849032901036	5.02022402339848	4.66838376799644	3.46648981269726	5.60351206455932	4.90478931808862	4.60790740628986	6.25556873962149	3.7329331470144
ind147_context37	6.01684835648849	6.00371677765157	4.857933623693	4.30107551906743	4.68594983239497	5.28853269591228	5.86264579937944	4.87711026853016	6.43323155267309	6.34310815565639
ind147_context38	4.86211011051362	3.74411490662644	5.38852225529666	7.06700525673234	6.68983225309806	5.48943573524395	3.61459648785755	5.29753742454423	6.4997175366029	5.00123962015222
ind147_context39	4.60789445839024	4.71054585352154	4.96079542660188	3.99512473342808	4.7696764753328	6.13604035714216	3.99969865257402	5.01214313011283	6.4101048362612	5.13130940624141
ind147_context4	7.06102796780661	4.82410692823618	6.22958467464465	6.60548798522748	5.52117176019284	5.64145874676761	5.77848947419004	5.76012338436888	5.72561637791726	4.73197140002324
ind147_context40	4.93024364675082	4.36934226615829	5.19263567376147	5.53827150132541	4.83109462022331	5.76484259296177	4.67080091590255	5.51855842261809	7.01237736578913	5.16114522411921
ind147_context41	4.69674558788048	5.87164939051108	4.10129085362066	4.90593961445348	5.23868101646181	5.19115589590575	4.60769245139345	6.44400014178427	7.86730036511026	5.54509100472674
ind147_context42	5.95442971873386	5.71090028594458	5.89520126717124	4.9158132529239	6.0989529433791	6.80655363891838	5.67265879799027	6.57305873656575	5.25612549423695	4.62268064169051
ind147_context43	4.13523063262106	5.37522350425014	4.2035914521639	6.8930099401955	4.75719119233182	7.46403688711361	5.4521313099141	4.81200939610108	8.16249625018535	5.92436940037499
ind147_context44	6.64833814674073	5.03721340832894	6.04834604030087	5.43538349757311	4.21976004093767	6.38383233415429	4.47004148056523	5.68355330125571	8.35308919209456	2.83715590995961
ind147_context45	5.20925703149041	5.45890746498193	5.89742215002267	3.43346941649218	3.84517134300238	8.60864362310723	4.18742176418123	6.08232142244343	6.08591028295906	7.33369605652875
ind147_context46	6.08745543073168	3.13720426914265	4.64545542573421	4.86472714915868	6.4252288218037	5.65087407593579	3.95298468630149	6.58938362995259	6.38258129832619	4.53147274576913
ind147_context47	4.7652957704652	5.31085210700985	3.38583031376471	7.74646030777	4.73767894186141	5.84339802802261	5.33135257875168	5.52332367241897	5.84492234550736	5.51660320187158
ind147_context48	4.14517928461918	5.12578664139688	6.10233946675428	4.5120759544331	5.21190467084264	6.16418389149621	4.88644510204559	5.39512850145477	8.90984151080598	3.98752217376806
ind147_context49	4.7879833079509	5.32539906175022	5.64568093123786	5.25369499626819	2.15221753259453	5.47284655754149	7.57623320994243	4.74807291532635	4.63748717593469	5.19229702029711
ind147_context5	4.0634660691621	5.3246976721278	4.43456823556607	6.47683830176084	3.29058867742862	6.77457480413502	3.98180553820027	5.772983127389	5.85993957534906	5.94047782388769
ind147_context50	2.31829449340757	0.197406949401429	-1.13849806904027	-0.716953328652081	-0.0500776835185021	2.15207367920942	-1.00355662429213	0.984897901550516	1.69255495019408	0.385375409931353
